topic,label,events,resourceURI
http://dbpedia.org/resource/Bonjour_(software),Bonjour (software),file:///data/COMP474_lab_1,file:///./COMP/474/Lectures/1/lab/slides/py_tut.pdf
http://dbpedia.org/resource/Semantics,Semantics,file:///data/COMP474_lab_1,file:///./COMP/474/Lectures/1/lab/slides/py_tut.pdf
http://dbpedia.org/resource/Imperative_programming,Imperative programming,file:///data/COMP474_lab_1,file:///./COMP/474/Lectures/1/lab/slides/py_tut.pdf
http://dbpedia.org/resource/Business_class,Business class,file:///data/COMP474_lab_1,file:///./COMP/474/Lectures/1/lab/slides/py_tut.pdf
http://dbpedia.org/resource/Applied_Digital_Data_Systems,Applied Digital Data Systems,file:///data/COMP474_lab_1,file:///./COMP/474/Lectures/1/lab/slides/py_tut.pdf
http://dbpedia.org/resource/Hash_table,Hash table,file:///data/COMP474_lab_1,file:///./COMP/474/Lectures/1/lab/slides/py_tut.pdf
http://dbpedia.org/resource/Stack_Overflow,Stack Overflow,file:///data/COMP474_lab_1,file:///./COMP/474/Lectures/1/lab/slides/py_tut.pdf
http://dbpedia.org/resource/Binary_file,Binary file,file:///data/COMP474_lab_1,file:///./COMP/474/Lectures/1/lab/slides/py_tut.pdf
http://dbpedia.org/resource/Adult_(band),Adult (band),file:///data/COMP474_lab_1,file:///./COMP/474/Lectures/1/lab/slides/py_tut.pdf
http://dbpedia.org/resource/Pythonidae,Pythonidae,file:///data/COMP474_lab_1,file:///./COMP/474/Lectures/1/lab/slides/py_tut.pdf
http://dbpedia.org/resource/Google_Drive,Google Drive,file:///data/COMP474_lab_1,file:///./COMP/474/Lectures/1/lab/slides/py_tut.pdf
http://dbpedia.org/resource/General-purpose_programming_language,General-purpose programming language,file:///data/COMP474_lab_1,file:///./COMP/474/Lectures/1/lab/slides/py_tut.pdf
http://dbpedia.org/resource/String_theory,String theory,file:///data/COMP474_lab_1,file:///./COMP/474/Lectures/1/lab/slides/py_tut.pdf
http://dbpedia.org/resource/Monty_Python,Monty Python,file:///data/COMP474_lab_1,file:///./COMP/474/Lectures/1/lab/slides/py_tut.pdf
http://dbpedia.org/resource/Type_system,Type system,file:///data/COMP474_lab_1,file:///./COMP/474/Lectures/1/lab/slides/py_tut.pdf
http://dbpedia.org/resource/Main_Page,Main Page,file:///data/COMP474_lab_1,file:///./COMP/474/Lectures/1/lab/slides/py_tut.pdf
http://dbpedia.org/resource/MacOS,MacOS,file:///data/COMP474_lab_1,file:///./COMP/474/Lectures/1/lab/slides/py_tut.pdf
http://dbpedia.org/resource/Syntax,Syntax,file:///data/COMP474_lab_1,file:///./COMP/474/Lectures/1/lab/slides/py_tut.pdf
http://dbpedia.org/resource/Cloud_computing,Cloud computing,file:///data/COMP474_lab_1,file:///./COMP/474/Lectures/1/lab/slides/py_tut.pdf
http://dbpedia.org/resource/Google,Google,file:///data/COMP474_lab_1,file:///./COMP/474/Lectures/1/lab/slides/py_tut.pdf
http://dbpedia.org/resource/Philosophy,Philosophy,file:///data/COMP474_lab_1,file:///./COMP/474/Lectures/1/lab/slides/py_tut.pdf
http://dbpedia.org/resource/Programming_language,Programming language,file:///data/COMP474_lab_1,file:///./COMP/474/Lectures/1/lab/slides/py_tut.pdf
http://dbpedia.org/resource/Data_structure,Data structure,file:///data/COMP474_lab_1,file:///./COMP/474/Lectures/1/lab/slides/py_tut.pdf
http://dbpedia.org/resource/Project_Jupyter,Project Jupyter,file:///data/COMP474_lab_1,file:///./COMP/474/Lectures/1/lab/slides/py_tut.pdf
http://dbpedia.org/resource/GNU_Readline,GNU Readline,file:///data/COMP474_lab_1,file:///./COMP/474/Lectures/1/lab/slides/py_tut.pdf
http://dbpedia.org/resource/Machine_learning,Machine learning,file:///data/COMP474_lab_1,file:///./COMP/474/Lectures/1/lab/slides/py_tut.pdf
http://dbpedia.org/resource/Square_matrix,Square matrix,file:///data/COMP474_lab_1,file:///./COMP/474/Lectures/1/lab/slides/py_tut.pdf
http://dbpedia.org/resource/Object-oriented_programming,Object-oriented programming,file:///data/COMP474_lab_1,file:///./COMP/474/Lectures/1/lab/slides/py_tut.pdf
http://dbpedia.org/resource/Python_(programming_language),Python (programming language),file:///data/COMP474_lab_1,file:///./COMP/474/Lectures/1/lab/slides/py_tut.pdf
http://dbpedia.org/resource/Functional_programming,Functional programming,file:///data/COMP474_lab_1,file:///./COMP/474/Lectures/1/lab/slides/py_tut.pdf
http://dbpedia.org/resource/Hello_World_(song),Hello World (song),file:///data/COMP474_lab_1,file:///./COMP/474/Lectures/1/lab/slides/py_tut.pdf
http://dbpedia.org/resource/Guido_van_Rossum,Guido van Rossum,file:///data/COMP474_lab_1,file:///./COMP/474/Lectures/1/lab/slides/py_tut.pdf
http://dbpedia.org/resource/Gamut,Gamut,file:///data/COMP474_lab_1,file:///./COMP/474/Lectures/1/lab/slides/py_tut.pdf
http://dbpedia.org/resource/Parsec,Parsec,file:///data/COMP474_lab_1,file:///./COMP/474/Lectures/1/lab/slides/py_tut.pdf
http://dbpedia.org/resource/Artificial_intelligence,Artificial intelligence,file:///data/COMP474_lab_1,file:///./COMP/474/Lectures/1/lab/slides/py_tut.pdf
http://dbpedia.org/resource/1,nan,file:///data/COMP474_lab_1,file:///./COMP/474/Lectures/1/lab/slides/py_tut.pdf
http://dbpedia.org/resource/Scripting_language,Scripting language,file:///data/COMP474_lab_1,file:///./COMP/474/Lectures/1/lab/slides/py_tut.pdf
http://dbpedia.org/resource/Linux,Linux,file:///data/COMP474_lab_1,file:///./COMP/474/Lectures/1/lab/slides/py_tut.pdf
http://dbpedia.org/resource/Construction,Construction,file:///data/COMP474_lab_1,file:///./COMP/474/Lectures/1/lab/slides/py_tut.pdf
http://dbpedia.org/resource/README,README,file:///data/COMP474_lab_1,file:///./COMP/474/Lectures/1/lab/slides/py_tut.pdf
http://dbpedia.org/resource/Array_data_structure,Array data structure,file:///data/COMP474_lab_1,file:///./COMP/474/Lectures/1/lab/slides/py_tut.pdf
http://dbpedia.org/resource/Canada,Canada,file:///data/COMP474_lab_2,file:///./COMP/474/Lectures/2/lab/html/COMP-474-2204-UU_Lab_Session_#2.html
http://dbpedia.org/resource/English_language,English language,file:///data/COMP474_lab_2,file:///./COMP/474/Lectures/2/lab/html/COMP-474-2204-UU_Lab_Session_#2.html
http://dbpedia.org/resource/Concordia_University,Concordia University,file:///data/COMP474_lab_2,file:///./COMP/474/Lectures/2/lab/html/COMP-474-2204-UU_Lab_Session_#2.html
http://dbpedia.org/resource/FAQ,FAQ,file:///data/COMP474_lab_2,file:///./COMP/474/Lectures/2/lab/html/COMP-474-2204-UU_Lab_Session_#2.html
http://dbpedia.org/resource/General_officer,General officer,file:///data/COMP474_lab_2,file:///./COMP/474/Lectures/2/lab/html/COMP-474-2204-UU_Lab_Session_#2.html
http://dbpedia.org/resource/Notation3,Notation3,file:///data/COMP474_lab_2,file:///./COMP/474/Lectures/2/lab/html/COMP-474-2204-UU_Lab_Session_#2.html
http://dbpedia.org/resource/SPARQL,SPARQL,file:///data/COMP474_lab_2,file:///./COMP/474/Lectures/2/lab/html/COMP-474-2204-UU_Lab_Session_#2.html
http://dbpedia.org/resource/RDF_Schema,RDF Schema,file:///data/COMP474_lab_2,file:///./COMP/474/Lectures/2/lab/html/COMP-474-2204-UU_Lab_Session_#2.html
http://dbpedia.org/resource/College_of_Osteopathic_Medicine_of_the_Pacific,College of Osteopathic Medicine of the Pacific,file:///data/COMP474_lab_2,file:///./COMP/474/Lectures/2/lab/html/COMP-474-2204-UU_Lab_Session_#2.html
http://dbpedia.org/resource/Resource_Description_Framework,Resource Description Framework,file:///data/COMP474_lab_2,file:///./COMP/474/Lectures/2/lab/html/COMP-474-2204-UU_Lab_Session_#2.html
http://dbpedia.org/resource/Go_(game),Go (game),file:///data/COMP474_lab_2,file:///./COMP/474/Lectures/2/lab/html/COMP-474-2204-UU_Lab_Session_#2.html
http://dbpedia.org/resource/Group_Selection_(book),Group Selection (book),file:///data/COMP474_lab_2,file:///./COMP/474/Lectures/2/lab/html/COMP-474-2204-UU_Lab_Session_#2.html
http://dbpedia.org/resource/Open-source_software,Open-source software,file:///data/COMP474_lab_2,file:///./COMP/474/Lectures/2/lab/html/COMP-474-2204-UU_Lab_Session_#2.html
http://dbpedia.org/resource/Chatbot,Chatbot,file:///data/COMP474_lab_2,file:///./COMP/474/Lectures/2/lab/html/COMP-474-2204-UU_Lab_Session_#2.html
http://dbpedia.org/resource/Parsing,Parsing,file:///data/COMP474_lab_2,file:///./COMP/474/Lectures/2/lab/html/COMP-474-2204-UU_Lab_Session_#2.html
http://dbpedia.org/resource/Jena,Jena,file:///data/COMP474_lab_2,file:///./COMP/474/Lectures/2/lab/html/COMP-474-2204-UU_Lab_Session_#2.html
http://dbpedia.org/resource/Test_cricket,Test cricket,file:///data/COMP474_lab_2,file:///./COMP/474/Lectures/2/lab/html/COMP-474-2204-UU_Lab_Session_#2.html
http://dbpedia.org/resource/Source_code,Source code,file:///data/COMP474_lab_2,file:///./COMP/474/Lectures/2/lab/html/COMP-474-2204-UU_Lab_Session_#2.html
http://dbpedia.org/resource/Conscription_in_the_United_States,Conscription in the United States,file:///data/COMP474_lab_2,file:///./COMP/474/Lectures/2/lab/html/COMP-474-2204-UU_Lab_Session_#2.html
http://dbpedia.org/resource/Computer_program,Computer program,file:///data/COMP474_lab_2,file:///./COMP/474/Lectures/2/lab/html/COMP-474-2204-UU_Lab_Session_#2.html
http://dbpedia.org/resource/N-Triples,N-Triples,file:///data/COMP474_lab_2,file:///./COMP/474/Lectures/2/lab/html/COMP-474-2204-UU_Lab_Session_#2.html
http://dbpedia.org/resource/Java_virtual_machine,Java virtual machine,file:///data/COMP474_lab_2,file:///./COMP/474/Lectures/2/lab/html/COMP-474-2204-UU_Lab_Session_#2.html
http://dbpedia.org/resource/Proxemics,Proxemics,file:///data/COMP474_lab_2,file:///./COMP/474/Lectures/2/lab/html/COMP-474-2204-UU_Lab_Session_#2.html
http://dbpedia.org/resource/Graph_database,Graph database,file:///data/COMP474_lab_2,file:///./COMP/474/Lectures/2/lab/html/COMP-474-2204-UU_Lab_Session_#2.html
http://dbpedia.org/resource/Monty_Python,Monty Python,file:///data/COMP474_lab_2,file:///./COMP/474/Lectures/2/lab/html/COMP-474-2204-UU_Lab_Session_#2.html
http://dbpedia.org/resource/Contact_(1997_American_film),Contact (1997 American film),file:///data/COMP474_lab_2,file:///./COMP/474/Lectures/2/lab/html/COMP-474-2204-UU_Lab_Session_#2.html
http://dbpedia.org/resource/Syntax,Syntax,file:///data/COMP474_lab_2,file:///./COMP/474/Lectures/2/lab/html/COMP-474-2204-UU_Lab_Session_#2.html
http://dbpedia.org/resource/Moodle,Moodle,file:///data/COMP474_lab_2,file:///./COMP/474/Lectures/2/lab/html/COMP-474-2204-UU_Lab_Session_#2.html
http://dbpedia.org/resource/Apache_HTTP_Server,Apache HTTP Server,file:///data/COMP474_lab_2,file:///./COMP/474/Lectures/2/lab/html/COMP-474-2204-UU_Lab_Session_#2.html
http://dbpedia.org/resource/Sport_Club_Internacional,Sport Club Internacional,file:///data/COMP474_lab_2,file:///./COMP/474/Lectures/2/lab/html/COMP-474-2204-UU_Lab_Session_#2.html
http://dbpedia.org/resource/JSON-LD,JSON-LD,file:///data/COMP474_lab_2,file:///./COMP/474/Lectures/2/lab/html/COMP-474-2204-UU_Lab_Session_#2.html
http://dbpedia.org/resource/Intelligent_agent,Intelligent agent,file:///data/COMP474_lab_2,file:///./COMP/474/Lectures/2/lab/html/COMP-474-2204-UU_Lab_Session_#2.html
http://dbpedia.org/resource/XML,XML,file:///data/COMP474_lab_2,file:///./COMP/474/Lectures/2/lab/html/COMP-474-2204-UU_Lab_Session_#2.html
http://dbpedia.org/resource/Acorn_Eurocard_systems,Acorn Eurocard systems,file:///data/COMP474_Lectures_6,file:///./COMP/474/Lectures/6/worksheets/worksheet05.pdf
http://dbpedia.org/resource/Dot_product,Dot product,file:///data/COMP474_Lectures_6,file:///./COMP/474/Lectures/6/worksheets/worksheet05.pdf
http://dbpedia.org/resource/Euclidean_vector,Euclidean vector,file:///data/COMP474_Lectures_6,file:///./COMP/474/Lectures/6/worksheets/worksheet05.pdf
http://dbpedia.org/resource/Israel_Defense_Forces,Israel Defense Forces,file:///data/COMP474_Lectures_6,file:///./COMP/474/Lectures/6/worksheets/worksheet05.pdf
http://dbpedia.org/resource/Unit_vector,Unit vector,file:///data/COMP474_Lectures_6,file:///./COMP/474/Lectures/6/worksheets/worksheet05.pdf
http://dbpedia.org/resource/Cosine_similarity,Cosine similarity,file:///data/COMP474_Lectures_6,file:///./COMP/474/Lectures/6/worksheets/worksheet05.pdf
http://dbpedia.org/resource/GamePro,GamePro,file:///data/COMP474_Lectures_6,file:///./COMP/474/Lectures/6/worksheets/worksheet05.pdf
http://dbpedia.org/resource/Recommender_system,Recommender system,file:///data/COMP474_Lectures_6,file:///./COMP/474/Lectures/6/worksheets/worksheet05.pdf
http://dbpedia.org/resource/IMI_Systems,IMI Systems,file:///data/COMP474_Lectures_6,file:///./COMP/474/Lectures/6/worksheets/worksheet05.pdf
http://dbpedia.org/resource/BMW_X5,BMW X5,file:///data/COMP474_Lectures_6,file:///./COMP/474/Lectures/6/worksheets/worksheet05.pdf
http://dbpedia.org/resource/Qi,Qi,file:///data/COMP474_Lectures_6,file:///./COMP/474/Lectures/6/worksheets/worksheet05.pdf
http://dbpedia.org/resource/Artificial_intelligence,Artificial intelligence,file:///data/COMP474_Lectures_6,file:///./COMP/474/Lectures/6/worksheets/worksheet05.pdf
http://dbpedia.org/resource/Cosine_similarity,Cosine similarity,file:///data/COMP474_Lectures_6,file:///./COMP/474/Lectures/6/slides/slides06.pdf
http://dbpedia.org/resource/Ontology,Ontology,file:///data/COMP474_Lectures_6,file:///./COMP/474/Lectures/6/slides/slides06.pdf
http://dbpedia.org/resource/The_Recall,The Recall,file:///data/COMP474_Lectures_6,file:///./COMP/474/Lectures/6/slides/slides06.pdf
http://dbpedia.org/resource/Mary_Shelley,Mary Shelley,file:///data/COMP474_Lectures_6,file:///./COMP/474/Lectures/6/slides/slides06.pdf
http://dbpedia.org/resource/Non-binary_gender,Non-binary gender,file:///data/COMP474_Lectures_6,file:///./COMP/474/Lectures/6/slides/slides06.pdf
http://dbpedia.org/resource/Lp_space,Lp space,file:///data/COMP474_Lectures_6,file:///./COMP/474/Lectures/6/slides/slides06.pdf
http://dbpedia.org/resource/SchÃ¼tze,SchÃ¼tze,file:///data/COMP474_Lectures_6,file:///./COMP/474/Lectures/6/slides/slides06.pdf
http://dbpedia.org/resource/Boolean_model_(probability_theory),Boolean model (probability theory),file:///data/COMP474_Lectures_6,file:///./COMP/474/Lectures/6/slides/slides06.pdf
http://dbpedia.org/resource/Open_knowledge,Open knowledge,file:///data/COMP474_Lectures_6,file:///./COMP/474/Lectures/6/slides/slides06.pdf
http://dbpedia.org/resource/Network_topology,Network topology,file:///data/COMP474_Lectures_6,file:///./COMP/474/Lectures/6/slides/slides06.pdf
http://dbpedia.org/resource/Computer_science,Computer science,file:///data/COMP474_Lectures_6,file:///./COMP/474/Lectures/6/slides/slides06.pdf
http://dbpedia.org/resource/Information_retrieval,Information retrieval,file:///data/COMP474_Lectures_6,file:///./COMP/474/Lectures/6/slides/slides06.pdf
http://dbpedia.org/resource/World_Wide_Web,World Wide Web,file:///data/COMP474_Lectures_6,file:///./COMP/474/Lectures/6/slides/slides06.pdf
http://dbpedia.org/resource/Hyphen,Hyphen,file:///data/COMP474_Lectures_6,file:///./COMP/474/Lectures/6/slides/slides06.pdf
http://dbpedia.org/resource/Brutus_the_Younger,Brutus the Younger,file:///data/COMP474_Lectures_6,file:///./COMP/474/Lectures/6/slides/slides06.pdf
http://dbpedia.org/resource/Rare_species,Rare species,file:///data/COMP474_Lectures_6,file:///./COMP/474/Lectures/6/slides/slides06.pdf
http://dbpedia.org/resource/Binary_star,Binary star,file:///data/COMP474_Lectures_6,file:///./COMP/474/Lectures/6/slides/slides06.pdf
http://dbpedia.org/resource/Similarity_measure,Similarity measure,file:///data/COMP474_Lectures_6,file:///./COMP/474/Lectures/6/slides/slides06.pdf
http://dbpedia.org/resource/Software_engineering,Software engineering,file:///data/COMP474_Lectures_6,file:///./COMP/474/Lectures/6/slides/slides06.pdf
http://dbpedia.org/resource/CAESAR_self-propelled_howitzer,CAESAR self-propelled howitzer,file:///data/COMP474_Lectures_6,file:///./COMP/474/Lectures/6/slides/slides06.pdf
http://dbpedia.org/resource/General_officer,General officer,file:///data/COMP474_Lectures_6,file:///./COMP/474/Lectures/6/slides/slides06.pdf
http://dbpedia.org/resource/College_of_Osteopathic_Medicine_of_the_Pacific,College of Osteopathic Medicine of the Pacific,file:///data/COMP474_Lectures_6,file:///./COMP/474/Lectures/6/slides/slides06.pdf
http://dbpedia.org/resource/Recommender_system,Recommender system,file:///data/COMP474_Lectures_6,file:///./COMP/474/Lectures/6/slides/slides06.pdf
http://dbpedia.org/resource/Discrete_Fourier_transform,Discrete Fourier transform,file:///data/COMP474_Lectures_6,file:///./COMP/474/Lectures/6/slides/slides06.pdf
http://dbpedia.org/resource/Monotonic_function,Monotonic function,file:///data/COMP474_Lectures_6,file:///./COMP/474/Lectures/6/slides/slides06.pdf
http://dbpedia.org/resource/Likert_scale,Likert scale,file:///data/COMP474_Lectures_6,file:///./COMP/474/Lectures/6/slides/slides06.pdf
http://dbpedia.org/resource/Hamlet,Hamlet,file:///data/COMP474_Lectures_6,file:///./COMP/474/Lectures/6/slides/slides06.pdf
http://dbpedia.org/resource/E-commerce,E-commerce,file:///data/COMP474_Lectures_6,file:///./COMP/474/Lectures/6/slides/slides06.pdf
http://dbpedia.org/resource/Qi,Qi,file:///data/COMP474_Lectures_6,file:///./COMP/474/Lectures/6/slides/slides06.pdf
http://dbpedia.org/resource/Netflix_Prize,Netflix Prize,file:///data/COMP474_Lectures_6,file:///./COMP/474/Lectures/6/slides/slides06.pdf
http://dbpedia.org/resource/Euclidean_distance,Euclidean distance,file:///data/COMP474_Lectures_6,file:///./COMP/474/Lectures/6/slides/slides06.pdf
http://dbpedia.org/resource/Length,Length,file:///data/COMP474_Lectures_6,file:///./COMP/474/Lectures/6/slides/slides06.pdf
http://dbpedia.org/resource/Apparent_magnitude,Apparent magnitude,file:///data/COMP474_Lectures_6,file:///./COMP/474/Lectures/6/slides/slides06.pdf
http://dbpedia.org/resource/Doug_Turnbull,Doug Turnbull,file:///data/COMP474_Lectures_6,file:///./COMP/474/Lectures/6/slides/slides06.pdf
http://dbpedia.org/resource/Dot_product,Dot product,file:///data/COMP474_Lectures_6,file:///./COMP/474/Lectures/6/slides/slides06.pdf
http://dbpedia.org/resource/Metadata,Metadata,file:///data/COMP474_Lectures_6,file:///./COMP/474/Lectures/6/slides/slides06.pdf
http://dbpedia.org/resource/Mathematical_model,Mathematical model,file:///data/COMP474_Lectures_6,file:///./COMP/474/Lectures/6/slides/slides06.pdf
http://dbpedia.org/resource/Cambridge_University_Press,Cambridge University Press,file:///data/COMP474_Lectures_6,file:///./COMP/474/Lectures/6/slides/slides06.pdf
http://dbpedia.org/resource/Reading,Reading,file:///data/COMP474_Lectures_6,file:///./COMP/474/Lectures/6/slides/slides06.pdf
http://dbpedia.org/resource/Folksonomy,Folksonomy,file:///data/COMP474_Lectures_6,file:///./COMP/474/Lectures/6/slides/slides06.pdf
http://dbpedia.org/resource/Weighted_arithmetic_mean,Weighted arithmetic mean,file:///data/COMP474_Lectures_6,file:///./COMP/474/Lectures/6/slides/slides06.pdf
http://dbpedia.org/resource/Personalization,Personalization,file:///data/COMP474_Lectures_6,file:///./COMP/474/Lectures/6/slides/slides06.pdf
http://dbpedia.org/resource/Christopher_Tolkien,Christopher Tolkien,file:///data/COMP474_Lectures_6,file:///./COMP/474/Lectures/6/slides/slides06.pdf
http://dbpedia.org/resource/Wireless_access_point,Wireless access point,file:///data/COMP474_Lectures_6,file:///./COMP/474/Lectures/6/slides/slides06.pdf
http://dbpedia.org/resource/Thin-film-transistor_liquid-crystal_display,Thin-film-transistor liquid-crystal display,file:///data/COMP474_Lectures_6,file:///./COMP/474/Lectures/6/slides/slides06.pdf
http://dbpedia.org/resource/Coefficient,Coefficient,file:///data/COMP474_Lectures_6,file:///./COMP/474/Lectures/6/slides/slides06.pdf
http://dbpedia.org/resource/Discounted_cumulative_gain,Discounted cumulative gain,file:///data/COMP474_Lectures_6,file:///./COMP/474/Lectures/6/slides/slides06.pdf
http://dbpedia.org/resource/Prime_Video,Prime Video,file:///data/COMP474_Lectures_6,file:///./COMP/474/Lectures/6/slides/slides06.pdf
http://dbpedia.org/resource/Manning_Publications,Manning Publications,file:///data/COMP474_Lectures_6,file:///./COMP/474/Lectures/6/slides/slides06.pdf
http://dbpedia.org/resource/Trigonometric_functions,Trigonometric functions,file:///data/COMP474_Lectures_6,file:///./COMP/474/Lectures/6/slides/slides06.pdf
http://dbpedia.org/resource/Julius_Caesar,Julius Caesar,file:///data/COMP474_Lectures_6,file:///./COMP/474/Lectures/6/slides/slides06.pdf
http://dbpedia.org/resource/Vector_space,Vector space,file:///data/COMP474_Lectures_6,file:///./COMP/474/Lectures/6/slides/slides06.pdf
http://dbpedia.org/resource/Dimension,Dimension,file:///data/COMP474_Lectures_6,file:///./COMP/474/Lectures/6/slides/slides06.pdf
http://dbpedia.org/resource/Main_Page,Main Page,file:///data/COMP474_Lectures_6,file:///./COMP/474/Lectures/6/slides/slides06.pdf
http://dbpedia.org/resource/Social_network,Social network,file:///data/COMP474_Lectures_6,file:///./COMP/474/Lectures/6/slides/slides06.pdf
http://dbpedia.org/resource/Israel_Defense_Forces,Israel Defense Forces,file:///data/COMP474_Lectures_6,file:///./COMP/474/Lectures/6/slides/slides06.pdf
http://dbpedia.org/resource/Machine_learning,Machine learning,file:///data/COMP474_Lectures_6,file:///./COMP/474/Lectures/6/slides/slides06.pdf
http://dbpedia.org/resource/Precision_and_recall,Precision and recall,file:///data/COMP474_Lectures_6,file:///./COMP/474/Lectures/6/slides/slides06.pdf
http://dbpedia.org/resource/Othello,Othello,file:///data/COMP474_Lectures_6,file:///./COMP/474/Lectures/6/slides/slides06.pdf
http://dbpedia.org/resource/Retrotransposon,Retrotransposon,file:///data/COMP474_Lectures_6,file:///./COMP/474/Lectures/6/slides/slides06.pdf
http://dbpedia.org/resource/Definiteness_of_a_matrix,Definiteness of a matrix,file:///data/COMP474_Lectures_6,file:///./COMP/474/Lectures/6/slides/slides06.pdf
http://dbpedia.org/resource/The_Tempest,The Tempest,file:///data/COMP474_Lectures_6,file:///./COMP/474/Lectures/6/slides/slides06.pdf
http://dbpedia.org/resource/Macbeth,Macbeth,file:///data/COMP474_Lectures_6,file:///./COMP/474/Lectures/6/slides/slides06.pdf
http://dbpedia.org/resource/Anthony_Julius,Anthony Julius,file:///data/COMP474_Lectures_6,file:///./COMP/474/Lectures/6/slides/slides06.pdf
http://dbpedia.org/resource/User_modeling,User modeling,file:///data/COMP474_Lectures_6,file:///./COMP/474/Lectures/6/slides/slides06.pdf
http://dbpedia.org/resource/Calpurnia_(wife_of_Caesar),Calpurnia (wife of Caesar),file:///data/COMP474_Lectures_6,file:///./COMP/474/Lectures/6/slides/slides06.pdf
http://dbpedia.org/resource/Alag,Alag,file:///data/COMP474_Lectures_6,file:///./COMP/474/Lectures/6/slides/slides06.pdf
http://dbpedia.org/resource/Prabhakar_Raghavan,Prabhakar Raghavan,file:///data/COMP474_Lectures_6,file:///./COMP/474/Lectures/6/slides/slides06.pdf
http://dbpedia.org/resource/Netflix,Netflix,file:///data/COMP474_Lectures_6,file:///./COMP/474/Lectures/6/slides/slides06.pdf
http://dbpedia.org/resource/Collective_intelligence,Collective intelligence,file:///data/COMP474_Lectures_6,file:///./COMP/474/Lectures/6/slides/slides06.pdf
http://dbpedia.org/resource/Binary_logarithm,Binary logarithm,file:///data/COMP474_Lectures_6,file:///./COMP/474/Lectures/6/slides/slides06.pdf
http://dbpedia.org/resource/Last.fm,Last.fm,file:///data/COMP474_Lectures_6,file:///./COMP/474/Lectures/6/slides/slides06.pdf
http://dbpedia.org/resource/Incidence_matrix,Incidence matrix,file:///data/COMP474_Lectures_6,file:///./COMP/474/Lectures/6/slides/slides06.pdf
http://dbpedia.org/resource/Aksu_City,Aksu City,file:///data/COMP474_Lectures_6,file:///./COMP/474/Lectures/6/slides/slides06.pdf
http://dbpedia.org/resource/Tfâidf,Tfâidf,file:///data/COMP474_Lectures_6,file:///./COMP/474/Lectures/6/slides/slides06.pdf
http://dbpedia.org/resource/Vector_space_model,Vector space model,file:///data/COMP474_Lectures_6,file:///./COMP/474/Lectures/6/slides/slides06.pdf
http://dbpedia.org/resource/Unit_sphere,Unit sphere,file:///data/COMP474_Lectures_6,file:///./COMP/474/Lectures/6/slides/slides06.pdf
http://dbpedia.org/resource/Cleopatra,Cleopatra,file:///data/COMP474_Lectures_6,file:///./COMP/474/Lectures/6/slides/slides06.pdf
http://dbpedia.org/resource/FOAF_(ontology),FOAF (ontology),file:///data/COMP474_Lectures_6,file:///./COMP/474/Lectures/6/slides/slides06.pdf
http://dbpedia.org/resource/Rich_Hardbeck,Rich Hardbeck,file:///data/COMP474_Lectures_6,file:///./COMP/474/Lectures/6/slides/slides06.pdf
http://dbpedia.org/resource/John_Berryman,John Berryman,file:///data/COMP474_Lectures_6,file:///./COMP/474/Lectures/6/slides/slides06.pdf
http://dbpedia.org/resource/Mathematical_model,Mathematical model,file:///data/COMP474_Lectures_7,file:///./COMP/474/Lectures/7/slides/slides07.pdf
http://dbpedia.org/resource/Contingency_table,Contingency table,file:///data/COMP474_Lectures_7,file:///./COMP/474/Lectures/7/slides/slides07.pdf
http://dbpedia.org/resource/Reading,Reading,file:///data/COMP474_Lectures_7,file:///./COMP/474/Lectures/7/slides/slides07.pdf
http://dbpedia.org/resource/Voltaire,Voltaire,file:///data/COMP474_Lectures_7,file:///./COMP/474/Lectures/7/slides/slides07.pdf
http://dbpedia.org/resource/Taxicab_geometry,Taxicab geometry,file:///data/COMP474_Lectures_7,file:///./COMP/474/Lectures/7/slides/slides07.pdf
http://dbpedia.org/resource/College_of_Osteopathic_Medicine_of_the_Pacific,College of Osteopathic Medicine of the Pacific,file:///data/COMP474_Lectures_7,file:///./COMP/474/Lectures/7/slides/slides07.pdf
http://dbpedia.org/resource/Essence,Essence,file:///data/COMP474_Lectures_7,file:///./COMP/474/Lectures/7/slides/slides07.pdf
http://dbpedia.org/resource/Binary_number,Binary number,file:///data/COMP474_Lectures_7,file:///./COMP/474/Lectures/7/slides/slides07.pdf
http://dbpedia.org/resource/Coefficient,Coefficient,file:///data/COMP474_Lectures_7,file:///./COMP/474/Lectures/7/slides/slides07.pdf
http://dbpedia.org/resource/National_Science_Foundation,National Science Foundation,file:///data/COMP474_Lectures_7,file:///./COMP/474/Lectures/7/slides/slides07.pdf
http://dbpedia.org/resource/Harmonic_oscillator,Harmonic oscillator,file:///data/COMP474_Lectures_7,file:///./COMP/474/Lectures/7/slides/slides07.pdf
http://dbpedia.org/resource/Reinforcement_learning,Reinforcement learning,file:///data/COMP474_Lectures_7,file:///./COMP/474/Lectures/7/slides/slides07.pdf
http://dbpedia.org/resource/Trigonometric_functions,Trigonometric functions,file:///data/COMP474_Lectures_7,file:///./COMP/474/Lectures/7/slides/slides07.pdf
http://dbpedia.org/resource/Pros_&_Cons,Pros & Cons,file:///data/COMP474_Lectures_7,file:///./COMP/474/Lectures/7/slides/slides07.pdf
http://dbpedia.org/resource/Feature_(machine_learning),Feature (machine learning),file:///data/COMP474_Lectures_7,file:///./COMP/474/Lectures/7/slides/slides07.pdf
